1,0.007097,0.000090
1001,0.008737,0.000820
2001,0.008419,0.001904
3001,0.010650,0.002421
4001,0.007873,0.003250
5001,0.006771,0.002350
6001,0.009307,0.003288
7001,0.006144,0.002419
8001,0.004906,0.002228
9001,0.006956,0.002232
10001,0.006981,0.002397
11001,0.007357,0.002507
12001,0.007146,0.002228
13001,0.009020,0.003201
14001,0.008345,0.002508
15001,0.008076,0.003091
16001,0.009561,0.004553
17001,0.009815,0.003573
18001,0.010468,0.004516
19001,0.008859,0.003743
20001,0.007907,0.004667
21001,0.009102,0.005024
22001,0.011220,0.005115
23001,0.009380,0.005097
24001,0.009563,0.003379
25001,0.008944,0.003337
26001,0.009183,0.003724
27001,0.008770,0.004739
28001,0.009881,0.005397
29001,0.008365,0.003430
30001,0.009364,0.003484
31001,0.008528,0.004250
32001,0.008697,0.004436
33001,0.010015,0.003913
34001,0.009196,0.003854
35001,0.010787,0.005640
36001,0.011490,0.003951
37001,0.010963,0.005649
38001,0.011413,0.004482
39001,0.010429,0.005300
40001,0.011603,0.005240
41001,0.011566,0.006391
42001,0.010885,0.005126
43001,0.013453,0.005677
44001,0.012839,0.005466
45001,0.012416,0.005442
46001,0.012990,0.005939
47001,0.011734,0.005852
48001,0.012072,0.005729
49001,0.014818,0.007625
50001,0.014539,0.005432
51001,0.014134,0.005371
52001,0.013599,0.005845
53001,0.017612,0.006052
54001,0.016105,0.007035
55001,0.015690,0.006393
56001,0.015233,0.006420
57001,0.016232,0.007136
58001,0.016016,0.007308
59001,0.014871,0.006619
60001,0.015680,0.007038
61001,0.015571,0.007480
62001,0.016420,0.007397
63001,0.017534,0.007147
64001,0.015721,0.008007
65001,0.017720,0.008816
66001,0.016247,0.008963
67001,0.018098,0.007463
68001,0.017029,0.007401
69001,0.017512,0.010036
70001,0.018397,0.007563
71001,0.018224,0.009624
72001,0.017746,0.008448
73001,0.020485,0.010253
74001,0.022451,0.010331
75001,0.020663,0.010014
76001,0.019038,0.010630
77001,0.019713,0.008668
78001,0.020798,0.009944
79001,0.020220,0.010000
80001,0.022917,0.010838
81001,0.021293,0.009934
82001,0.024180,0.011193
83001,0.021633,0.011547
84001,0.022624,0.010788
85001,0.023112,0.009752
86001,0.022717,0.012853
87001,0.021260,0.011184
88001,0.024094,0.012703
89001,0.023754,0.012515
90001,0.022482,0.013662
91001,0.022477,0.011423
92001,0.022617,0.010451
93001,0.021822,0.010896
94001,0.023861,0.013148
95001,0.025487,0.011363
96001,0.025014,0.011987
97001,0.024598,0.011425
98001,0.025183,0.011987
99001,0.024900,0.012208
100001,0.025406,0.013137
101001,0.025608,0.011916
102001,0.026167,0.012905
103001,0.025419,0.013902
104001,0.027921,0.011023
105001,0.026483,0.012743
106001,0.031277,0.016351
107001,0.027563,0.013803
108001,0.028627,0.013030
109001,0.025415,0.013868
110001,0.028039,0.013602
111001,0.026496,0.012671
112001,0.026927,0.013552
113001,0.027894,0.014121
114001,0.027077,0.012630
115001,0.026509,0.013476
116001,0.029012,0.012933
117001,0.029969,0.015330
118001,0.028544,0.015253
119001,0.030553,0.013348
120001,0.029649,0.014904
121001,0.028958,0.013964
122001,0.030687,0.015660
123001,0.028694,0.016276
124001,0.031524,0.017244
125001,0.032364,0.014188
126001,0.032389,0.015990
127001,0.030402,0.016011
128001,0.040153,0.014932
129001,0.034740,0.019389
130001,0.031126,0.015191
131001,0.030711,0.016509
132001,0.031356,0.015285
133001,0.031009,0.015578
134001,0.035224,0.014594
135001,0.033388,0.014742
136001,0.032396,0.016949
137001,0.031836,0.015234
138001,0.032710,0.017637
139001,0.032021,0.015576
140001,0.032829,0.016577
141001,0.035406,0.016852
142001,0.032573,0.016869
143001,0.037017,0.017507
144001,0.036533,0.017554
145001,0.034480,0.016314
146001,0.040580,0.016784
147001,0.035754,0.016502
148001,0.036357,0.016841
149001,0.037036,0.017152
150001,0.038110,0.020708
151001,0.039271,0.020123
152001,0.037276,0.022988
153001,0.038479,0.017089
154001,0.037145,0.018906
155001,0.036935,0.018684
156001,0.041553,0.018686
157001,0.041985,0.020674
158001,0.037767,0.018220
159001,0.038373,0.022625
160001,0.038822,0.019024
