1,0.000867,0.000023
2,0.001732,0.000033
3,0.002095,0.000038
4,0.002591,0.000037
5,0.004670,0.000039
6,0.006550,0.000078
7,0.004752,0.000115
8,0.005083,0.000062
9,0.004734,0.000062
10,0.003788,0.000069
11,0.003494,0.000055
12,0.003372,0.000054
13,0.003813,0.000056
14,0.002952,0.000048
15,0.003042,0.000045
16,0.002393,0.000055
17,0.002899,0.000039
18,0.002647,0.000038
19,0.002505,0.000044
20,0.002649,0.000041
21,0.002177,0.000033
22,0.002401,0.000037
23,0.002618,0.000035
24,0.003248,0.000042
25,0.001872,0.000030
26,0.004126,0.000041
27,0.002882,0.000043
28,0.002617,0.000037
29,0.002189,0.000043
30,0.002399,0.000038
31,0.004457,0.000036
32,0.003375,0.000058
33,0.002265,0.000049
34,0.002763,0.000039
35,0.002114,0.000041
36,0.002264,0.000041
37,0.002432,0.000081
38,0.003615,0.000039
39,0.003389,0.000070
40,0.002458,0.000043
41,0.002257,0.000045
42,0.003595,0.000043
43,0.005124,0.000037
44,0.003254,0.000036
45,0.002636,0.000034
46,0.002282,0.000048
47,0.003610,0.000050
48,0.003789,0.000054
49,0.002692,0.000038
50,0.003030,0.000039
51,0.001833,0.000033
52,0.002407,0.000041
53,0.005211,0.000047
54,0.003091,0.000062
55,0.003357,0.000041
56,0.005536,0.000040
57,0.005201,0.000050
58,0.002734,0.000045
59,0.003696,0.000046
60,0.002887,0.000037
61,0.006096,0.000046
62,0.002429,0.000042
63,0.002790,0.000034
64,0.003231,0.000051
65,0.002232,0.000040
66,0.004052,0.000046
67,0.003088,0.000064
68,0.004014,0.000042
69,0.002853,0.000069
70,0.001989,0.000049
71,0.003840,0.000042
72,0.003749,0.000065
73,0.002484,0.000050
74,0.002807,0.000052
75,0.002776,0.000052
76,0.002420,0.000051
77,0.002783,0.000050
78,0.001757,0.000052
79,0.001966,0.000050
80,0.002052,0.000048
81,0.002194,0.000052
82,0.002636,0.000049
83,0.002314,0.000052
84,0.002405,0.000039
85,0.003657,0.000052
86,0.002391,0.000052
87,0.002563,0.000050
88,0.002500,0.000051
89,0.002674,0.000050
90,0.002721,0.000053
91,0.003105,0.000052
92,0.006569,0.000043
93,0.002813,0.000053
94,0.002949,0.000054
95,0.002418,0.000055
96,0.002656,0.000055
97,0.002683,0.000056
98,0.002702,0.000056
99,0.002564,0.000058
100,0.003018,0.000055
