1,0.000297,0.000287
2,0.000387,0.000381
3,0.000863,0.000391
4,0.000885,0.000398
5,0.000967,0.000530
6,0.001000,0.000499
7,0.001115,0.000433
8,0.001644,0.000418
9,0.002134,0.000402
10,0.002215,0.000441
11,0.003289,0.000412
12,0.003863,0.000567
13,0.003500,0.000460
14,0.003679,0.000567
15,0.003317,0.000599
16,0.003786,0.000468
17,0.004295,0.000442
18,0.004433,0.000448
19,0.004405,0.000429
20,0.004828,0.000525
21,0.004503,0.000440
22,0.004523,0.000409
23,0.004456,0.000399
24,0.005092,0.000395
25,0.008728,0.000396
26,0.007203,0.000479
27,0.006505,0.000561
28,0.006430,0.000512
29,0.006542,0.000435
30,0.006733,0.000513
31,0.006285,0.000431
32,0.007221,0.000520
33,0.011979,0.000488
34,0.008928,0.000431
35,0.008648,0.000404
36,0.008305,0.000412
37,0.007640,0.000400
38,0.008769,0.000399
39,0.011350,0.000504
40,0.010768,0.000435
41,0.010955,0.000486
42,0.009722,0.000436
43,0.011010,0.000415
44,0.015135,0.000417
45,0.012241,0.000644
46,0.011061,0.000490
47,0.011060,0.000561
48,0.014551,0.000454
49,0.013155,0.000579
50,0.012720,0.000458
51,0.013229,0.000418
52,0.013761,0.000407
53,0.014769,0.000561
54,0.015061,0.000593
55,0.013225,0.000473
56,0.013572,0.000564
57,0.017146,0.000457
58,0.017276,0.000499
59,0.016834,0.000509
60,0.016717,0.000472
61,0.017314,0.000536
62,0.016949,0.000590
63,0.018071,0.000469
64,0.019529,0.000426
65,0.020583,0.000588
66,0.018293,0.000534
67,0.017731,0.000583
68,0.018231,0.000458
69,0.020923,0.000576
70,0.019835,0.000464
71,0.019216,0.000554
72,0.020754,0.000462
73,0.020666,0.000465
74,0.019778,0.000562
75,0.022033,0.000589
76,0.022035,0.000458
77,0.021167,0.000426
78,0.022713,0.000425
79,0.023587,0.000565
80,0.022771,0.000592
81,0.022170,0.000473
82,0.023120,0.000420
83,0.025825,0.000417
84,0.026318,0.000481
85,0.023036,0.000426
86,0.023380,0.000455
87,0.023298,0.000551
88,0.029439,0.000595
89,0.025630,0.000606
90,0.025887,0.000477
91,0.025831,0.000434
92,0.030951,0.000576
93,0.029107,0.000455
94,0.026783,0.000550
95,0.029666,0.000449
96,0.028837,0.000428
97,0.029506,0.000441
98,0.028382,0.000420
99,0.032450,0.000549
100,0.030299,0.000593
